style,category,values
reliquary,faction_culture,vestry raiders with one foot in blasphemy and one in grief|relic middlemen pretending to be pilgrims|catacomb widows defending burial turf|bell-court scavengers who organize like a procession|ash-faced youths raised under the shrine steps|saint-road smugglers using piety as camouflage|choir loft thieves who know the upper dark|parish exiles making a last home among the dead
reliquary,faction_loadout,funeral pikes and iron rosaries|saint hooks and lamp-black shields|grave nails bundled into clubs|relic cases worn as chest armor|cross-staffs and stolen watch bows|processional lanterns used as blinding weapons|funeral sledges and vestry keys|copper incense braziers swung on chains
reliquary,faction_tactic,draw intruders into chapels and bar the exits|ring warning codes instead of shouting|yield one relic room to hold the next three|fight as if every retreat were part of a ceremony|keep pressure on the wounded but avoid fair contests|use upper galleries to turn melee into target practice|press hardest when lamps run low|trade relic bait for positional advantage
reliquary,monster_family,grave lampreys|dust jackals|chapel ravens|coffin eels|incense gnats|bone ferrets|velvet mites|crypt toads
reliquary,monster_role,pack scavengers|ceiling ambushers|altar squatters|crawlspace vermin|silent feeders|torch-followers|niche dwellers|body pickers
reliquary,monster_trait,hide under vestments and funeral cloth|feed on oil, marrow, and damp parchment|cling to icons and saint niches|spill out after any fresh killing|favor the half-dead over the fully dead|fear open flame only until hunger overrides it|trail processional routes like old memory|gather where prayers were once spoken daily
reliquary,monster_sign,shredded hymn pages in the corners|small nests inside cracked icons|droppings in reliquary trays|scratches on coffin lids from inside and out|wax chewed from candle stumps|mangled birds left under rafters|tiny tunnels through burial cloth|bones dragged into saint niches
reliquary,trap_telegraph,the bells above are still rigged to something besides sound|old repair work is fresher than everything holy around it|the saint faces have been chipped to remove instructions|the center of the room invites reverence and that is the problem|the route a priest would take is exactly the route a victim would choose|someone gathered loose debris away from the danger zone on purpose|the lighting in the room flatters the wrong path|the dead all fell facing the same impossible direction
reliquary,trap_trigger,when the shrine is approached in proper order the murder starts in proper order|when the last safe square is occupied the floor begins its sermon|when the gallery feels enough weight overhead it answers below|when the bell sequence is wrong by only one pull the room punishes certainty|when the room senses hurrying feet it commits to the kill|when the decoy object is lifted the walls decide the rest|when two exits are tried at once the chamber seals both|when silence breaks too suddenly the counterweights are released
reliquary,trap_payload,the room converts ritual movement into target lanes|a hidden choir of blades punishes anyone who stays upright|heat, dust, and iron make the chamber unreadable at the worst moment|the survivors must choose between staying together and staying alive|the trap closes behind courage and opens under panic|the shrine kills in layers rather than one clean stroke|those who move first die fast and those who hesitate die slower|it is a murder machine dressed as devotion
reliquary,trap_aftermath,the bells keep trembling long after the dead stop moving|blood and ash make the second crossing worse than the first|what looked like a room becomes a memorial no one wants to read twice|the survivors inherit a map written in scars|the chamber leaves proof that someone maintained it for years|lost gear gleams just far enough away to teach greed again|the route beyond feels earned and accursed in equal measure|the shrine is quieter afterward but more hateful
reliquary,puzzle_device,burial roster board|saint niche carousel|funeral bier scale|vestry drawer bank|mask reliquary rack|bellrope lattice|prayer wheel stand|censer rail
reliquary,puzzle_input,burial tokens|matched candles and names|correct incense blends|saint emblems by martyrdom|choir positions|funeral offerings by rank|veils and masks in ritual pairs|rope pulls in liturgical cadence
reliquary,puzzle_logic,seeing the parish bureaucracy under the holiness|reading devotion as encoded workflow|treating saints like keys not symbols|understanding how clergy hid private routes from the faithful|using omission as the final clue|finding what part of the rite was for show|noticing which object was touched most by living hands|solving the room like a liturgy edited by practical thieves
reliquary,puzzle_result,it grants a priest-only route through the shrine core|it exposes which saint niche conceals the passage|it swaps danger between two adjacent rooms|it reveals who last used the route and why|it opens a burial lock without waking the public ward|it turns a dead-end chapel into a bypass|it uncovers hidden accounting tied to the deeper vaults|it lets the party bypass the most visible hazard once
caverns,faction_culture,wharf runaways turned cave raiders|underwater smugglers who hate daylight|shell gatherers defending the only breathable ledges|drift-camp survivors living one flood above disaster|net crews who map by echo and smell|cave fishers with rules older than the town above|mudbank cutthroats in salvage leathers|rope-hall families who treat every crossing as toll land
caverns,faction_loadout,gaff hooks net weights and cork armor|eel spears drift shields and climbing pegs|gorge bows shell knives and rope harnesses|sling stones fish gaffs and gut-sealed coats|pitons hatchets and waterproof satchels|weighted lines bone hooks and lamp jars|salvage blades wicker caps and hauling poles|clubbed oars split shields and tarred cloaks
caverns,faction_tactic,raid supplies first and bodies second|fight only where retreat can become drowning|cut lights and let the cave do the aiming|harry from ladders and ropeways until someone slips|trade shots across water no one wants to enter|feign retreat toward a crossing they already trapped|let scavenger beasts soften targets before closing|attack from two elevations whenever possible
caverns,monster_family,rot fish|blind crayfish|water vipers|shelf gulls|carrion frogs|mire crabs|chalk eels|cave shrimp
caverns,monster_role,shoal hunters|pile nesters|ledge waiters|water skulkers|torch-chasers|mud sifters|egg guards|flood opportunists
caverns,monster_trait,erupt when water levels shift|gather under dead boats and rope bridges|feed in bursts after loud struggle|leave the high shelves for torchlight and blood|breed in salvage piles and damp sacks|follow the smell of gutting and camp cookfire|occupy choke points no human would choose to rest in|swarm anything trapped by current or mud
caverns,monster_sign,broken shells piled like midden heaps|webs of fishing line around unseen nests|drag marks from water to shelf|egg masses hidden in rope coils|small splashes from still pools|mud pocked with darting tracks|crab molts in lamp alcoves|fish skeletons hung on protruding stone
caverns,trap_telegraph,the cave offers a bridge where a crawl would be safer|old stakes beneath the water are visible only from the wrong angle|flood marks on the wall make no sense for the room's current shape|the only dry threshold smells recently washed|a rope crossing has replacements on only one side|the water is too calm exactly where the path demands trust|the silt has settled around the danger instead of inside it|someone scraped warning scratches where panic would never let you stop to read
caverns,trap_trigger,when the bridge is loaded beyond the intended lie it betrays itself|when the drift gate is nudged the chamber commits to current and noise|when the group trusts the marked path the unmarked one becomes the only safe ground|when a hanging line is grabbed the room changes depth|when the first splash happens the trap's timing begins|when the wrong crate is shifted the chamber opens below the waterline|when someone tests the shallow route the deep route reaches up|when the group spreads out the room chooses the isolated first
caverns,trap_payload,the cave turns footing into rumor and current into execution|victims are sorted by who can swim, who can climb, and who panics|the room drowns the slow and cripples the strong|water and stone cooperate like an old habit|the trap does not need blades because drowning is cheaper|the chamber uses depth changes to make rescue itself a gamble|survival depends on reading flow faster than fear|the kill comes from being moved where you never meant to stand
caverns,trap_aftermath,anything dropped here becomes bait for the next fool|survivors come out soaked cold and down one source of light|the room rewrites nearby paths by changing water level|bodies drift just far enough to promise false recovery|predators learn the chamber's schedule better than delvers do|crossing once teaches the room but not comfort|the best route afterward may be the ugliest one|the trap leaves the party wetter noisier and easier to track
caverns,puzzle_device,current wheel|mooring post grid|drip counter wall|cargo float trough|stone whistle vent|reed gate assembly|echo basin|tide chain ladder
caverns,puzzle_input,water pressure|marked stones|floating weights|shell notes|reed plugs|cargo tags|rope lengths|tide timings
caverns,puzzle_logic,thinking like a ferryman not a delver|reading trade habits from flood wear|using patience where panic would drown you|treating sound as distance and distance as falsehood|accepting that buoyancy is part of the lock|noticing which ropes take weight and which merely pretend to|working with cycle and interval instead of static pattern|seeing the cave's route map in the stains and moorings
caverns,puzzle_result,it uncovers a half-flooded route stable enough to risk|it opens a trader's hold above the waterline|it lowers a crossing ladder from hidden stone|it exposes what passes for a safe island in the chamber system|it reveals an old smuggler berth no faction fully controls|it redirects enough flow to cancel one trap farther in|it marks a dry retreat route for later panic|it turns a lethal chamber into a merely dangerous one
dwarven,faction_culture,dead-shift crews who still think in quotas|ore thieves trying to become guilds by force|forge squatters with inherited tool rites|ledger keepers protecting proof of ownership|chain gangs who made a home of the machine floor|boiler crews living like a military remnant|mint robbers grown respectable by time and hunger|survey zealots convinced the deep works are destiny
dwarven,faction_loadout,ore chisels shield braces and lamp helms|ledger spikes short pikes and chain gauntlets|forge tongs pry bars and apron armor|pitons rivet hammers and line launchers|boiler hooks iron masks and hand crossbows|ore sled staves and reinforced caps|gear wrenches breaker mauls and lock picks|split mattocks crank bows and heavy boots
dwarven,faction_tactic,force the fight into narrow engineered lines|make every retreat cost blood or equipment|counter-charge only after the intruder line bends|use doors and chain runs like extra soldiers|prefer shield walls over heroics|fight as crews not individuals|control height and weight before steel|leave obvious loot where it improves the kill angle
dwarven,monster_family,ore rats|ash wasps|smelter hounds|dust crawlers|chain spiders|slag frogs|pipe snakes|rivet mites
dwarven,monster_role,gear nesters|hot-pipe lurkers|pack scavengers|shaft skulkers|scrap swarms|heat leeches|midden feeders|crack runners
dwarven,monster_trait,burrow through rotten timber and old insulation|swarm around fresh heat and spilled grease|gnaw straps, lamp wick, and stored food first|breed in the same rooms workers once hated most|drop from gantries and pipe racks|avoid open forge floors until noise drives them|gather where tools rust fastest|learn the quiet periods of the works
dwarven,monster_sign,grease-chewed leather in tool corners|tiny tracks through ore dust|nests in broken gauge housings|molted skins near warm vents|stripped food sacks in storerooms|scrap rustled behind false panels|small bones on maintenance ledges|stale musk in unused lift cages
dwarven,trap_telegraph,this room was built by people who hated accidents and punished fools|the maintenance access is obvious once you stop admiring the main route|the scars on the walls line up with moving parts not battle damage|the chamber still smells operational|someone marked the safe standing zones and then tried to erase them|the heavy object everyone wants was clearly meant to be handled indirectly|old safety rails stop exactly where the death begins|the floor wants a different kind of foot traffic than delvers bring
dwarven,trap_trigger,when the room senses a workerless load it solves for disposal|when the balance line is disturbed the mechanism makes a new one|when the emergency release is used like a shortcut it becomes an execution order|when enough bodies occupy the same platform the timing engages|when a counterweight is trusted without seeing its pair the chamber corrects the mistake|when someone takes the baited tool or coin the real machine starts moving|when the safest lever is pulled first the deadliest sequence follows|when the intruders assume a dead machine is a harmless machine the room disagrees
dwarven,trap_payload,the chamber grinds, crushes, separates, and only then stops|what kills here is not speed but precision turned against the living|the room weaponizes predictability and punishes anyone who thinks they understand it too early|moving iron makes every decision expensive|the chamber sorts the party into different problems at once|survival depends on reading machinery under stress instead of panic|a worker's solution becomes a thief's death warrant|engineering and malice cooperate perfectly here
dwarven,trap_aftermath,the route stays usable but never casual again|broken gear, twisted chains, and bad footing replace the original danger|those who live leave with a better map and worse nerves|the works announce the disturbance farther than any shout would|the trap often strips the party of exactly what the next room demands|crossing it again becomes a test of memory not courage|the dead remain lodged in the machine as warning and obstacle|the room teaches dwarven priorities in the cruelest possible order
dwarven,puzzle_device,load calculator board|shift roster lock|steam regulator frame|gear tooth lattice|ore chute sorter|signal hammer rail|safety interlock tree|inspection hatch grid
dwarven,puzzle_input,crew marks|load values|pressure settings|ore samples|work tokens|inspection seals|signal strikes|paired gears
dwarven,puzzle_logic,treating the room like a workplace instead of a treasure chest|understanding that safety systems were part of the route design|solving for load distribution rather than symbol matching|using the logic of inspection and shift change|recognizing what was automated and what required authority|reading the wear patterns as the real instructions|finding the sequence that keeps the machine calm|thinking in throughput, not myth
dwarven,puzzle_result,it unlocks a shift route no looter would notice|it enables a maintenance bypass above or below the main hall|it reveals how the workers beat the most obvious hazard|it opens a pay or tool room hidden behind procedure|it makes one brutal chamber tractable through preparation|it restores limited function to a lift or chain line|it reveals the intended emergency escape|it proves the dwarves valued continuity over secrecy
demonic,faction_culture,funeral cultists living off fear and leftovers|hidden congregations built around one surviving rite|grave extortionists hiding under sacred language|wake thieves who learned blasphemy to stay alive|shrine fanatics who confuse pain with instruction|coffin gangs ruled by whoever lights the next candle|masked penitents organizing themselves by confession and threat|altar brokers trading relics and bodies alike
demonic,faction_loadout,gravedigger shovels rope lashes and chapel masks|forked brands flensing knives and bowl shields|funeral spikes chain garrotes and tallow torches|processional hooks cudgels and black wax bombs|cemetery bows butcher aprons and red scarves|barbed censers sacrament mallets and lock chains|mourning veils over light mail and shrine steel|hooked staffs cleavers and hidden knives in every fold
demonic,faction_tactic,frighten first wound second and corner last|use every symbol in the room as bait or threat|fight through screens smoke and false surrender|drive intruders toward ritual geometry they do not understand|never waste a corpse or a panic|turn rescue attempts into part of the kill|reward haste with revelation and revelation with death|bleed intruders into the rite's shape
demonic,monster_family,grave flies|red worms|ossuary cats|chapel carrion crows|candle ants|mourning beetles|pit hounds|altar roaches
demonic,monster_role,swarms|lurkers|scavenger packs|rafterside feeders|drain nesters|light-seeking vermin|corpse harvesters|pit skulkers
demonic,monster_trait,gather at the smell of warm blood|nest in candle racks and corpse pits|feed on offerings left too long|spill from drains when rites go wrong|fear loud bells but not small screams|follow incense, blood, and heat|breed fastest in rooms no one cleans honestly|strip the dead before the pious finish praying
demonic,monster_sign,red-stained droppings in side aisles|wings and legs burned into candle pools|nests under confession benches|small skull fragments in drain corners|movement in black cloth piles|chittering inside altar cavities|half-stripped corpses behind screen walls|vermin trails through sacrament ash
demonic,trap_telegraph,the room was arranged for witnesses as much as victims|the symbols line up too neatly with the body's natural path|the piety here feels staged because it was|there are more binding points than any honest chapel needs|blood channels survive where useful carvings were chipped away|the room teaches kneeling to exactly the wrong place|someone kept this trap fed with maintenance and bodies|every decorative choice serves an angle of murder
demonic,trap_trigger,when the room is given the right rhythm it responds with violence|when faith, fear, and positioning align the chamber moves|when the offering is wrong in detail but right in shape the trap activates|when someone treats the rite like nonsense the room decides to educate them|when a body crosses the center line under firelight the chamber commits|when intruders touch the symbols without understanding the sequence bites back|when the room gets enough witnesses it begins the performance|when anyone reaches the sanctum before paying the price the chamber collects
demonic,trap_payload,the room stages slaughter like a liturgy of moving steel and fire|the trap is theatrical because terror is part of its engineering|victims are separated into roles: the pinned, the blinded, the bait, the dead|the chamber weaponizes shame, devotion, and vertical space|every instinct toward mercy or haste becomes another killing angle|the trap kills in crescendos instead of blows|the room is less a mechanism than a sermon delivered in hooks and flame|the geometry of the place turns human behavior into fuel
demonic,trap_aftermath,the room leaves smoke, blood, and doctrine hanging together|survivors carry away a story no sane person believes until they smell them|the dead become part of the chamber's warning and appetite|the rite is never quite over once interrupted|the trap marks future intruders by reputation even before blood|those who live are tempted to hurry afterward and that is another danger|the room corrupts nearby silence into dread|it teaches that some sanctuaries were built only for the dead
demonic,puzzle_device,penitent ladder|rite ledger frame|ash font ring|mask confession board|sacrament rail|shrine valve wheel|tallow measure rack|martyr index wall
demonic,puzzle_input,penances by order|ash marks|proper confessions|candles with the right scars|offerings measured in blood or oil|names of the condemned|saint emblems in false order|bell tones by interval
demonic,puzzle_logic,understanding what the rite borrows from real worship|noticing where theology was bent for convenience|seeing that the room wants obedience more than belief|following the ugly practicality beneath sacred language|using the cult's shortcuts against it|reading stains, smoke, and wear as instructions|working out which part of the ritual was meant only for insiders|treating blasphemy as repeatable process not mystery
demonic,puzzle_result,it opens a hidden procession way for the initiated|it reveals the sacrificial route behind the altar wall|it turns a trap chapel into a passable one for a few minutes|it exposes prisoner cells, caches, or blackmail ledgers|it teaches how the cult moves unseen between rooms|it unlocks the back side of a sealed shrine|it reveals where the rite room feeds into the deeper complex|it changes the meaning of every marked door nearby
rooted,faction_culture,root-road tenants living in rooms the living forgot|cellar scavengers with garden tools and bad theology|spore-worshippers who think hunger is prophecy|ditch clans that know the walls are softer than they look|mushroom keepers trading medicine for muscle|burrow gangs who map by smell and scratch marks|greenhouse holdouts growing food in stolen shrine light|pit foragers who trust holes more than doors
rooted,faction_loadout,thorn clubs bark shields and rat-skin caps|garden knives seed pouches and hooked staves|mud bows wicker armor and root saws|pitchforks mushroom knives and woven masks|sling stones pruning hooks and cellar lamps|trap cords beetle-shell bucklers and digging bars|spore jars hatchets and stitched leather|burrow spears hooks and drain grates as shields
rooted,faction_tactic,slow the fight until the room joins their side|vanish through growth and reappear behind panic|bleed enemies toward the pits and fungus beds|hold dry ground and poison every wet route|threaten the light and the air before flesh|fight in layers of noise, cough, and misdirection|use vermin, traps, and terrain as the first wave|turn every chase into an ambush from below
rooted,monster_family,grave slugs|thorn mice|pit moths|root snakes|moss rats|cellar lice|burrow crabs|fungus crows
rooted,monster_role,midden feeders|pit scuttlers|wall lurkers|nibble swarms|spore carriers|nest guards|burrow pursuers|rot followers
rooted,monster_trait,breed fastest in hidden damp corners|follow the smell of opened sores|gather where roots drink from corpses|drop from ceilings thick with moss|chew rope, sacks, and soft boots|rise from pits after prolonged noise|live inside walls softened by growth|swarm what the terrain already trapped
rooted,monster_sign,slime trails across shrine faces|chewed root ladders and damp fibers|small holes opened in the cellar floor|nests in broken jars and mulch piles|soft scratching under the packed earth|feathers or fur stuck in briar clumps|drained toad skins near dry corners|tiny bones under mushroom racks
rooted,trap_telegraph,the room has been pruned too carefully to be innocent|mushroom growth stops along a perfect boundary|one corner is suspiciously free of roots and rot|the ground is springy where it should be packed hard|old attempts to cut a safer route all ended in the same patch|the smell of disturbed earth is too recent for a dead place|growth has hidden the warning but preserved its shape|the safest passage is exactly where the roots want bodies most
rooted,trap_trigger,when the first root is cut the room chooses sides|when too many boots trust one patch of floor the chamber drinks them|when someone opens the dry door the wet floor wakes|when the light gets too near the wrong pod the trap blooms|when intruders back into the room instead of reading it the walls close in|when anyone falls the rest of the trap wakes around the rescue|when the room smells blood it starts to constrict|when the wrong weight hits the old brick under the loam the underfloor opens
rooted,trap_payload,the chamber uses growth like muscle and the floor like a mouth|the trap binds, blinds, and buries in escalating order|survival becomes a contest between panic and breath|the room kills by turning every support into a snare|pits, spores, and living walls combine into a slow butcher's system|what seems like escape leads into denser hunger|the chamber makes every attempt to save gear or friends more costly|the living maze chooses victims by where they move fastest
rooted,trap_aftermath,those who live leave coughing and half-blind|the room becomes hungrier after being disturbed|gear left behind is often swallowed into root or mud|the chamber keeps some victims partly visible as temptation|nearby monsters learn to follow the noise and smell|the trap teaches patience with a body count|future crossings demand memory and nerve in equal measure|the green dark becomes personal after a room like this
rooted,puzzle_device,growth trellis|moss dial|burrow latch board|cellar water gate|fungus ladder|seed measure shelf|thorn hinge frame|grave drain spider
rooted,puzzle_input,cut patterns|seed groupings|mushrooms by maturity|water flow|old garden signs|burrow scratches|offerings of salt or meat|rot and clean soil in proper relation
rooted,puzzle_logic,working with the room's biology rather than against it|seeing the difference between cultivated growth and wild takeover|treating the underplace like an abandoned garden manual|understanding how moisture, rot, and shape control access|following the maintenance habits of people now long composted|reading the burrow network as annotation|finding which living parts are hinges and which are locks|accepting that patience does more here than force
rooted,puzzle_result,it opens a dry vein through the root maze|it causes one hungry section to fold back on itself|it reveals how the cult feeds and navigates the undergarden|it exposes a hidden cellar chamber under the mulch|it shifts a burrow route from deadly to merely tense|it uncovers a cache of herbs, silver, or older keys|it redirects water away from a blocked path|it teaches the logic of nearby growth traps
frost,faction_culture,barrow crawlers who think in winter law|grave-toll survivors charging heat for passage|crypt squatters with mourning customs of their own|cold-road looters who never stay warm long|ritual heirs keeping the old order for practical shelter|snowbound raiders who know every draft in the crypt|watch-hold descendants living on old stores and colder pride|thaw cultists who see warmth as privilege and weapon
frost,faction_loadout,ice chisels fur-lined shields and burial spears|sled hooks bowstaves and lamp cages|grapples seal-fat torches and broad knives|frost axes wool wraps and antler bucklers|grave picks chain flails and shrine boards as shields|ice hammers layered mail and rime masks|rope claws short bows and thaw flasks|hooked pikes winter clubs and lantern frames
frost,faction_tactic,bleed warmth before blood if possible|draw enemies into rooms that kill on delay|yield the open hall and keep the warm pocket|use doors and wind like extra soldiers|strike whoever has the best gloves and brightest lamp|retreat through the cold because locals know how to survive it|punish rest more than movement|break discipline by making every minute cost body heat
frost,monster_family,ice gulls|grave weasels|frost worms|barrow toads|snow lice|winter beetles|cold crows|crypt stoats
frost,monster_role,heat followers|wall lurkers|burial nesters|hunger swarms|ceiling clingers|pack scavengers|thaw seekers|corpse sifters
frost,monster_trait,trail warmth like a lantern in the dark|sleep in frozen cloth and fur until disturbed|breed where thaw drip pools in cracks|strip exposed flesh before cloth|wait above braziers and drop for the heat source|follow the weak and isolated|emerge after every cold-room disaster|move most when wind begins to rise
frost,monster_sign,chewed fur and stuffing in burial niches|tiny tracks between the warmest rooms|egg cases tucked under frosted shelves|rime broken around small feeding holes|scraps dragged toward cracks in the ice|guano in the lee of dead braziers|bite marks in stored leather|small corpses cleaned down to frozen bone
frost,trap_telegraph,the room promises warmth too openly|ice has been chipped away from exactly the wrong footholds|the braziers are arranged for geometry not comfort|the frost tells the story if anyone stops shaking long enough to read it|the cleanest route through the chamber is also the coldest|old dead wear the same expression and it was not surprise|there are handprints in rime where people realized too late|the doorway behind you would close beautifully if the room wanted it to
frost,trap_trigger,when a warm body lingers where comfort is promised the room commits|when the draft changes the mechanism has already started|when the group bunches around heat the chamber punishes the instinct|when ice is trusted as floor instead of lid the trap answers|when someone rushes for the warmer door the cold takes the other one|when the first torch gutters the second danger begins|when the chain or brazier is handled without respect for order the chamber weaponizes winter|when the room gets enough breath it steals it back
frost,trap_payload,the trap kills by making the room colder, narrower, and less forgiving with every heartbeat|the chamber turns comfort into bait and cold into executioner|footing, air, and timing collapse together into one bad decision|what begins as chill becomes a fight against the room itself|winter and mechanism cooperate until the survivors are no longer sure which is worse|the room makes every rescue attempt a wager of fingers and lungs|the trap is patient because cold already is|it is a death designed to feel inevitable once begun
frost,trap_aftermath,anyone who survives is weaker than the next room deserves|the cold lingers in gear and bone long after the chamber is behind you|the trap leaves reminders in numb hands and shortened breath|crossing it often spends the very resources meant for the deeper halls|the dead become cairns of warning or bait for scavengers|what warmth remains afterward feels borrowed and temporary|the room turns the whole delve meaner by stripping margin from the party|survival means carrying winter deeper inside yourself
frost,puzzle_device,grave light array|winter bell frame|ice tally shelf|funeral route board|heat sink basin|crypt shutter grid|snow mirror rack|thaw seal plate
frost,puzzle_input,heat sources rationed correctly|bells struck by interval|mask pairings|burial goods by station|shutter positions|frost marks used as guides|lantern reflections|oaths spoken in the right sequence
frost,puzzle_logic,solving for ceremony and temperature at once|reading the winter adaptations built into old ritual|recognizing which parts of the room only work while cold|using reflected light where hands would freeze the mechanism|following status and order among the dead|understanding how the crypt controlled thaw and access together|noticing that warmth is a tool not a comfort here|treating cold as part of the lock instead of a complication
frost,puzzle_result,it opens a road safe only while the temperature holds|it reveals which chamber was reserved for the living attendants|it exposes a hidden heat source or a hidden key stash|it marks the proper burial route through otherwise hostile halls|it turns a sealed tomb into a temporary refuge|it reveals the one door that answers honor instead of force|it changes the draft enough to make a later trap survivable|it teaches the rhythm of the deeper winter rooms
reliquary,faction_tactic,let trespassers open the wrong room for them|keep retreat routes hidden until the last moment|bleed the intruders' confidence one room at a time|break line of sight with curtains smoke and side doors|force enemies to fight among the dead and the fragile|deny rest light and orientation before steel|stage false withdrawals into side chapels|use the shrine's acoustics to sound larger than they are|reserve their bravest push for the second exchange not the first|hide killers behind ritual furniture and polite language|make intruders desecrate something before striking|punish looters harder than killers
reliquary,monster_trait,gather where incense once masked carrion|breed in bell lofts and damp vestries|prefer the shadow behind the holiest objects|learn the timing of prayer and intrusion alike|feed first on cloth then flesh then bone|swarm toward spilled grave oil and lamp fat|hide beneath bier covers and altar cloth|cling to grates over burial drains|return to the same feeding niches nightly|leave the sanctum only when hunger outruns fear|shadow the living as if joining procession|treat fresh footprints like an invitation
reliquary,trap_payload,the chamber makes reverence itself a hazard by rewarding the wrong posture|the room punishes groups by turning them into a queue for injury|the trap spends sight sound and footing faster than anyone expects|the shrine converts a single mistake into a corridor of bad choices|the whole chamber becomes a bell and the ringing is fatal|every safe instinct opens a worse angle somewhere else|the architecture seems to close around whoever tries to lead|the trap teaches humility through splinters ash and falling iron|survival depends on breaking the room's intended ritual choreography|the chamber turns its dead into obstacles as readily as warnings
reliquary,trap_aftermath,the shrine smells freshly murderous for the rest of the delve|the room leaves some exits safer and others hateful|recovering the fallen becomes its own mini-expedition|survivors carry ringing ears and bad footing into the next fight|the trap advertises deeper dangers by surviving their first understanding|the next person through inherits not safety but context|the chamber becomes a place other factions avoid or exploit|the room has a way of stealing initiative from anyone who lived through it|later clues make more sense only because the trap almost killed them|the shrine remembers disturbance in the only way it knows how
reliquary,puzzle_result,it reveals which saint markers correspond to real routes|it grants access to a vestry bypass hidden from common pilgrims|it exposes the clergy's private storage rather than public treasure|it teaches which ceremonial order doubles as route order|it changes the bell ward from alarm to key|it disarms one devotional hazard and arms another elsewhere|it reveals that one whole wall is false liturgy over a service crawl|it turns a display reliquary into a working mechanism again|it uncovers the social logic of the shrine which is also spatial logic|it lets the party move like insiders for one crucial stretch
caverns,faction_tactic,hit the rope hand and let the rest discover gravity|make the safest ledge the loudest target|retreat into waist-deep water and fight from there|send one noise while the real threat moves in silence|collapse trust in every crossing before steel is drawn|fight like boat crews trapped in stone|cut off escape by taking height not ground|attack only after the path behind starts looking worse than the one ahead|keep prey moving until the cave makes them sloppy|let one faction seem weaker than it is until the route narrows|punish anyone who stops to tie off properly|use salvage clutter as improvised barricade and bait
caverns,trap_payload,the chamber punishes overconfidence with motion not impact|the room teaches that water can herd better than any shepherd|light current and footing all fail in the same breath|the trap kills by making every rescue heavier and slower|the chamber strips away the idea of a stable battlefield|crossing it becomes an argument between drowning and falling|the room turns navigation into triage|the cave makes the living choose between gear friends and air|the chamber creates false moments of safety between real ones|the trap weaponizes where bodies land as much as how they fall|survival depends on treating the cave as enemy terrain not scenery
caverns,trap_aftermath,the survivors emerge colder than the map accounts for|the room changes who is willing to lead from the front|gear loss becomes the true wound carried onward|the crossing is remembered by sound before sight|the cave seems bigger after the trap because confidence shrank|the room leaves the delvers smelling like prey|what washed away may matter later more than what died here|the chamber remains a rumor factory for anyone retreating past it|it takes longer to recover nerve than breath|the cave's factions can often read from the aftermath exactly what happened|the survivors now know the room which is not the same as controlling it
caverns,puzzle_result,it shows how traders once timed the tides to survive this route|it exposes a ladder or shelf the locals thought lost|it reclassifies one dangerous room as merely technical|it reveals a current that can be ridden instead of feared|it unlocks a cache that explains why the place was worth using|it marks the party as people who understand the cave a little better now|it opens a route fit for retreat if not comfort|it reveals how one faction has been cheating the geography|it lets the players weaponize the cave's own timing|it proves the site was designed around movement not settlement
dwarven,faction_tactic,refuse any fight not worth the metal spent|treat every corridor like a ledger of advantage|break morale with discipline rather than theatrics|set the room to work before lifting a weapon|keep the heaviest hitter in reserve behind the obvious line|give ground only to force a worse angle later|pressure the party's logistics rather than their courage|trade one defended room for two trapped exits|punish anyone who mistakes utility for weakness|maintain fire lanes the way others maintain prayer lines|make intruders choose between pressing and preserving equipment|let the machine speak before the fighters do
dwarven,monster_trait,chew lamp leather boot glue and ration sacks with equal joy|follow hammer echoes as if they promise carrion|hide inside inspection voids and counterweight shafts|scatter under bright heat but swarm dim warmth|treat old payroll rooms as nesting grounds|breed in dust where paperwork rotted first|follow grease trails back to living sleepers|ride moving chains farther than seems possible|cling to overhead iron until the loudest step passes below|prefer dead ends where food and heat collect|crawl out after boilers wake or people panic|turn abandoned safety equipment into nesting material
dwarven,trap_payload,the chamber converts workflow into slaughter with grim professionalism|the room breaks formation more effectively than any squad could|it punishes trust in solidity sequence and engineering pride|the trap turns a workspace into a death puzzle under pressure|whoever tries to lead through it becomes the mechanism's first draft|the chamber uses industrial momentum to make mercy expensive|the room treats people like loads that arrived unscheduled|its violence feels procedural rather than furious|the trap forces the party to think like workers while being hunted like thieves|surviving it means briefly understanding why dwarven safety culture was so strict
dwarven,trap_aftermath,the room leaves people mistrusting any clean mechanism after it|survivors come out counting what the chamber cost in tools not just blood|the machinery settles into a new more treacherous equilibrium|the trap often destroys the party's best shortcut while teaching the worst one|its noise wakes social consequences as much as physical ones|the room becomes a landmark everyone will over-respect or under-estimate later|the works feel more inhabited after a trap like this|those who lived have learned procedure the ugly way|the aftermath litters the space with clues no one wants to parse under pressure|it leaves behind a new obstacle field made of yesterday's solution
dwarven,puzzle_result,it exposes how the workers bypassed management's intended route|it reveals a salvageable process not just a door|it makes the complex feel designed rather than random ruin|it unlocks authority pathways hidden in plain labor logic|it restores enough order to profit from the disorder around it|it teaches the difference between maintenance access and intrusion routes|it opens the sort of passage only a tired worker would have loved|it exposes a pocket of functional industry inside the dead works|it reveals why the ruin still partially obeys old procedure|it lets the party behave like operators instead of trespassers
